날짜,제목,링크,분류,첨부파일
2011年9月16日,「オゾン層を破壊する物質に関するモントリオール議定書の締約国等について」の一部改正について（PDF形式：27KB）,boekikanri/download/export/2011/20110927_384_ex.pdf,輸出,
2011年9月16日,「治験用の微生物性ワクチン（口蹄疫ワクチンに限る。）の輸入に関する確認について」の制定について（PDF形式：93KB）,boekikanri/download/import/2011/20110916_380_im.pdf,輸入,
2011年9月16日,「医薬品類の輸入の承認について」の一部改正について（PDF形式：79KB）,boekikanri/download/import/2011/20110916_379_im.pdf,輸入,
2011年9月16日,「輸入割当てを受けるべき貨物の品目、輸入の承認を受けるべき貨物の原産地又は船積地域その他貨物の輸入について必要な事項の公表」の一部改正について（PDF形式：103KB）,boekikanri/download/import/2011/20110916_378_im.pdf,輸入,
2011年9月9日,対シリア制裁関連ページを追加しました,"
http://www.meti.go.jp/policy/external_economy/trade_control/01_seido/04_seisai/syria.html",経済制裁,
2011年9月1日,"「ワシントン条約動植物及びその派生物の輸入の承認について」の一部改正等について（PDF形式：1,539KB）",boekikanri/download/cites/2011/20110907_299_ci.pdf,輸出入,
2011年9月1日,"「ワシントン条約対象貨物」の輸出／輸入承認申請に係る提出書類が変更されます！（PDF形式：1,135KB）",boekikanri/download/cites/2011/20110901_295_ci.pdf,輸出入,
2011年8月26日,"農林水産省組織令改正に伴う輸出入注意事項等の改正について（PDF形式：1,218KB）",boekikanri/download/exim/2011/20110826_284_ei.pdf,輸出入,
2011年7月7日,「オゾン層を破壊する物質に関するモントリオール議定書の締約国等について（平成18・05・02貿局第2号・輸出注意事項18第17号）」の一部改正について（PDF形式：25KB）,boekikanri/download/export/2011/20110707_274_ex.pdf,輸出,
2011年7月7日,「輸入割当てを受けるべき貨物の品目、輸入の承認を受けるべき貨物の原産地又は船積地域その他貨物の輸入について必要な事項の公表（昭和41年4月30日通商産業省告示第170号）」の一部改正について（PDF形式：26KB）,boekikanri/download/import/2011/20110707_273_im.pdf,輸入,
2011年6月20日,「機械類並びに武器及び銃砲弾並びにこれらの部分品及び附属品の輸入の承認について」の一部改正について（PDF形式：52KB）,boekikanri/download/import/2011/20110622_266_im.pdf,輸入,
2011年6月20日,平成23年度「ボイル後塩蔵こんぶ」追加輸入割当て（PDF形式：244KB）,boekikanri/download/import/2011/20110617_250_im.pdf,輸入,
2011年6月1日,「さけ・ます２号承認」に係る提出書類変更のお知らせ（PDF形式：114KB）,boekikanri/download/import/2011/20110601_220_im.pdf,輸入,
2011年6月1日,「中華人民共和国を原産地又は船積地域とするさけ及びます並びにこれらの調製品を輸入しようとする場合の２号承認申請の前の確認申請について」の一部改正（PDF形式：170KB）,boekikanri/download/import/2011/20110601_211_im.pdf,輸入,
2011年5月9日,平成23年度「さんま」の追加輸入割当てについて（PDF形式：697KB）,boekikanri/download/import/2011/20110427_205_im.pdf,輸入,
2011年4月7日,東日本大震災に関する証明書の申請手続について（お知らせ）（PDF形式：129KB）,boekikanri/download/misc/2011/20110406_178_zz.pdf,その他,
2011年4月5日,外国為替及び外国貿易法に基づく北朝鮮との間の輸出入禁止措置等の継続について,http://www.meti.go.jp/policy/external_economy/trade_control/01_seido/04_seisai/kitachosen.html,経済制裁,
2011年3月16日,東北地方太平洋沖地震被災に伴う輸出入手続の特例措置について（PDF形式：44KB）,boekikanri/download/exim/2011/20110316_161_ei.pdf,輸出入,
2011年3月8日,対リビア制裁関連ページを追加しました,"
http://www.meti.go.jp/policy/external_economy/trade_control/01_seido/04_seisai/libya.html",経済制裁,
2011年3月8日,リビアを原産地又は船積地域とする貨物の二号承認制への追加について（PDF形式：28KB）,boekikanri/download/seisai/libya/20110308_103_sl.pdf,経済制裁,
2011年3月8日,輸出注意事項23第2号・輸入注意事項23第2号「電子情報処理組織を使用して行う特定手続等の運用について」の一部改正について（PDF形式：77KB）,boekikanri/download/seisai/libya/20110308_102_sl.pdf,経済制裁,
2011年2月9日,「オゾン層を破壊する物質に関するモントリオール議定書の締約国等について」の一部改正（PDF形式：25KB）,boekikanri/download/export/2011/20110209_087_ex.pdf,輸出,
2011年2月9日,輸入公表の一部改正について（モントリオール議定書締約国等の追加）（PDF形式：26KB）,boekikanri/download/import/2011/20110209_080_im.pdf,輸入,
2011年2月3日,経済産業省への「さけ・ます2号承認」申請時の提出書類の変更について（PDF形式：113KB）,boekikanri/download/import/2011/20110203_048_im.pdf,輸入,
2011年1月25日,「電子情報処理組織を使用して行う特定手続等の運用について」の一部改正（PDF形式：286KB）,boekikanri/download/exim/2011/20110125_028_ei.pdf,輸出入,
2010年11月22日,輸入公表の一部改正について（モントリオール議定書締約国等の追加）（PDF形式：3KB）,boekikanri/download/import/2010/20101122_242_im.pdf,輸入,
2010年11月22日,「オゾン層を破壊する物質に関するモントリオール議定書の締約国等について」の一部改正（PDF形式：3KB）,boekikanri/download/export/2010/20101122_241_ex.pdf,輸出,
2010年8月16日,輸入公表の一部改正について（モントリオール議定書締約国等の追加）（PDF形式：3KB）,boekikanri/download/import/2010/20100816_001_im.pdf,輸入,
2010年8月16日,「オゾン層を破壊する物質に関するモントリオール議定書の締約国等について」の一部改正について（PDF形式：27KB）,boekikanri/download/export/2010/20100816_002_ex.pdf,輸出,
2010年7月28日,輸入貿易管理令第十四条ただし書の規定に基づく告示の一部改正について（ストックホルム条約関連）（PDF形式：5KB）,boekikanri/download/import/2010/20100728_003_im.pdf,輸入,
2010年6月24日,「機械類並びに武器及び銃砲弾並びにこれらの部分品及び附属品の輸入の承認について」等の一部を改正について（PDF形式：121KB）,boekikanri/download/import/2010/20100624_004_im.pdf,輸入,
2010年6月24日,輸入貿易管理令第十四条ただし書の規定に基づく告示の一部改正について（クラスター弾に関する条約関連）（PDF形式：2KB）,boekikanri/download/import/2010/20100624_005_im.pdf,輸入,
2010年6月 1日,関連情報に換算のページを開設しました。,http://www.meti.go.jp/policy/external_economy/trade_control/01_seido/05_kanzanritsu/kanzanritsu.html,その他,
2010年5月25日,「生鮮又は冷蔵のくろまぐろを輸入する場合の取扱いについて」の一部改正について（PDF形式：107KB）,boekikanri/download/import/2010/20100525_006_im.pdf,輸入,
2010年5月25日,「輸入公表三の7の（3）に基づく経済産業大臣の輸入に関する確認について」の一部改正について（PDF形式：106KB）,boekikanri/download/import/2010/20100525_007_im.pdf,輸入,
2010年5月25日,「めろを輸入する場合の確認について」の一部改正について（PDF形式：5KB）,boekikanri/download/import/2010/20100525_008_im.pdf,輸入,
2010年5月25日,輸出及び輸入関係書類に記載すべきアメリカ合衆国通貨への換算率について（6月）（PDF形式：7KB）,boekikanri/download/misc/2010/20100525_009_zz.pdf,その他,
2010年5月25日,（お知らせ）財務大臣が日本銀行本店において公示している平成22年6月中において適用される基準外国為替相場及び裁定外国為替相場について（PDF形式：9KB）,boekikanri/download/misc/2010/20100525_010_zz.pdf,その他,
2010年4月27日,「決済通貨等の取扱いについて」の一部改正について（PDF形式：8KB）,boekikanri/download/import/2010/20100427_011_im.pdf,輸入,
2010年4月27日,「輸入公表三の規定による確認申請書の取扱い及び記載要領等について」の一部改正について（PDF形式：7KB）,boekikanri/download/import/2010/20100427_012_im.pdf,輸入,
2010年4月27日,「輸出貿易管理令及び輸出入取引法に基づく輸出関係書類に記載すべきアメリカ合衆国通貨への換算率について」の一部改正について（PDF形式：7KB）,boekikanri/download/export/2010/20100427_013_ex.pdf,輸出,
2010年4月27日,「ウラン触媒の輸入に関する確認について」の一部改正について（PDF形式：2KB）,boekikanri/download/import/2010/20100427_014_im.pdf,輸入,
2010年4月27日,「輸入公表三の7の（6）に基づく経済産業大臣の輸入に関する確認について」の一部改正について（PDF形式：5KB）,boekikanri/download/import/2010/20100427_015_im.pdf,輸入,
2010年4月26日,輸出及び輸入関係書類に記載すべきアメリカ合衆国通貨への換算率について（5月）（PDF形式：7KB）,boekikanri/download/misc/2010/20100426_016_zz.pdf,その他,
2010年4月26日,（お知らせ）財務大臣が日本銀行本店において公示している平成22年5月中において適用される基準外国為替相場及び裁定外国為替相場について（PDF形式：9KB）,boekikanri/download/misc/2010/20100426_017_zz.pdf,その他,
2010年4月16日,【国連安保理決議に基づくエリトリアに対する武器禁輸措置について】,http://www.meti.go.jp/policy/external_economy/trade_control/01_seido/04_seisai/eritrea.html,経済制裁,
